Type1, Node1, Type2, Node2, Edgetype, X1, X2
func, uniswapV3SwapCallback(int256,int256,bytes), operate, SLOAD, inner, 3, 0x0
operate, SLOAD, operate, SLOAD, inner, 0x0, 0x84
operate, SLOAD, operate, SSTORE, inner, 0x84, 0x84
operate, SSTORE, addr, 0xc1dcb84814e0233225942ca4114d638b11404dd1, inner, 0x84, 3
addr, 0xf9a001d5b2c7c5e45693b41fcf931b94e680cac4, addr, 0xc1dcb84814e0233225942ca4114d638b11404dd1, CALL, 3, 4
addr, 0xc1dcb84814e0233225942ca4114d638b11404dd1, func, swap(address,bool,int256,uint160,bytes), inner, 3, 5
func, swap(address,bool,int256,uint160,bytes), operate, SLOAD, inner, 5, 0x100000100010000fb18a70000000000000000000001c3bae69099cec36ec3
operate, SLOAD, operate, SLOAD, inner, 0x100000100010000fb18a70000000000000000000001c3bae69099cec36ec3, 0x100000100010000fb18a70000000000000000000001c3bae69099cec36ec3
operate, SLOAD, operate, SSTORE, inner, 0x100000100010000fb18a70000000000000000000001c3bae69099cec36ec3, 0x100010000fb18a70000000000000000000001c3bae69099cec36ec3
operate, SSTORE, operate, SLOAD, inner, 0x100010000fb18a70000000000000000000001c3bae69099cec36ec3, 0x324c4cc32707f4f2
operate, SLOAD, operate, SLOAD, inner, 0x324c4cc32707f4f2, 0xb494beabfd4d8d0fbf4f7098d
operate, SLOAD, operate, SLOAD, inner, 0xb494beabfd4d8d0fbf4f7098d, 0x2000000000000000008
operate, SLOAD, operate, SLOAD, inner, 0x2000000000000000008, 0x10000f7740000000026a31638155a6e952e528468fff3fa9ade60b76493a1fb
operate, SLOAD, operate, SLOAD, inner, 0x10000f7740000000026a31638155a6e952e528468fff3fa9ade60b76493a1fb, 0x100010000fb18a70000000000000000000001c3bae69099cec36ec3
operate, SLOAD, operate, SSTORE, inner, 0x100010000fb18a70000000000000000000001c3bae69099cec36ec3, 0x100010000fb18e30000000000000000000001c517bc47c928c9fcc6
operate, SSTORE, operate, SSTORE, inner, 0x100010000fb18e30000000000000000000001c517bc47c928c9fcc6, 0xb4a58a0db4a50121321a2f4d5
operate, SSTORE, addr, 0x9e976f211daea0d652912ab99b0dc21a7fd728e4, inner, 0xb4a58a0db4a50121321a2f4d5, 4
addr, 0xc1dcb84814e0233225942ca4114d638b11404dd1, addr, 0x9e976f211daea0d652912ab99b0dc21a7fd728e4, CALL, 4, 5
addr, 0x9e976f211daea0d652912ab99b0dc21a7fd728e4, func, transfer(address,uint256), inner, 4, 2
func, transfer(address,uint256), operate, SLOAD, inner, 2, 0xb4d52ebcaace4878fce14
operate, SLOAD, operate, SLOAD, inner, 0xb4d52ebcaace4878fce14, 0xb4d52ebcaace4878fce14
operate, SLOAD, operate, SSTORE, inner, 0xb4d52ebcaace4878fce14, 0xb3760e1ab4b9a2b642659
operate, SSTORE, operate, SLOAD, inner, 0xb3760e1ab4b9a2b642659, 0x0
operate, SLOAD, operate, SSTORE, inner, 0x0, 0x15f20a1f614a5c2ba7bb
operate, SSTORE, event, log, inner, 0x15f20a1f614a5c2ba7bb, LOG3
event, LOG3, addr, 0x9e976f211daea0d652912ab99b0dc21a7fd728e4, innerEventToReturn, LOG3, 4
addr, 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2, addr, 0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640, RETURN, 5, 4
addr, 0xc1dcb84814e0233225942ca4114d638b11404dd1, addr, 0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48, STATICCALL, 4, 5
addr, 0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48, func, balanceOf(address), inner, 4, 1
func, balanceOf(address), operate, SLOAD, inner, 1, 0x807a96288a1a408dbc13de2b1d087d10356395d2
operate, SLOAD, operate, SLOAD, inner, 0x807a96288a1a408dbc13de2b1d087d10356395d2, 0xa2327a938febf5fec13bacfb16ae10ecbc4cbdcf
operate, SLOAD, addr, 0xa2327a938febf5fec13bacfb16ae10ecbc4cbdcf, inner, 0xa2327a938febf5fec13bacfb16ae10ecbc4cbdcf, 5
addr, 0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48, addr, 0xa2327a938febf5fec13bacfb16ae10ecbc4cbdcf, DELEGATECALL, 5, 6
addr, 0xa2327a938febf5fec13bacfb16ae10ecbc4cbdcf, func, balanceOf(address), inner, 5, 1
func, balanceOf(address), operate, SLOAD, inner, 1, 0x132c9c8c99
operate, SLOAD, addr, 0xa2327a938febf5fec13bacfb16ae10ecbc4cbdcf, innerOperateToReturn, 0x132c9c8c99, 5
addr, 0xf9a001d5b2c7c5e45693b41fcf931b94e680cac4, addr, 0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640, RETURN, 6, 5
addr, 0xc1dcb84814e0233225942ca4114d638b11404dd1, addr, 0xf9a001d5b2c7c5e45693b41fcf931b94e680cac4, RETURN, 5, 4
addr, 0xc1dcb84814e0233225942ca4114d638b11404dd1, addr, 0xf9a001d5b2c7c5e45693b41fcf931b94e680cac4, CALL, 4, 5
addr, 0xf9a001d5b2c7c5e45693b41fcf931b94e680cac4, func, uniswapV3SwapCallback(int256,int256,bytes), inner, 4, 3
func, uniswapV3SwapCallback(int256,int256,bytes), operate, SLOAD, inner, 3, 0x0
operate, SLOAD, operate, SLOAD, inner, 0x0, 0x84
operate, SLOAD, addr, 0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48, inner, 0x84, 5
addr, 0xf9a001d5b2c7c5e45693b41fcf931b94e680cac4, addr, 0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48, CALL, 5, 6
addr, 0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48, func, transfer(address,uint256), inner, 5, 2
func, transfer(address,uint256), operate, SLOAD, inner, 2, 0x807a96288a1a408dbc13de2b1d087d10356395d2
operate, SLOAD, operate, SLOAD, inner, 0x807a96288a1a408dbc13de2b1d087d10356395d2, 0xa2327a938febf5fec13bacfb16ae10ecbc4cbdcf
operate, SLOAD, addr, 0xa2327a938febf5fec13bacfb16ae10ecbc4cbdcf, inner, 0xa2327a938febf5fec13bacfb16ae10ecbc4cbdcf, 6
addr, 0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48, addr, 0xa2327a938febf5fec13bacfb16ae10ecbc4cbdcf, DELEGATECALL, 6, 7
addr, 0xa2327a938febf5fec13bacfb16ae10ecbc4cbdcf, func, transfer(address,uint256), inner, 6, 2
func, transfer(address,uint256), operate, SLOAD, inner, 2, 0xf0d160dec1749afaf5a831668093b1431f7c8527
operate, SLOAD, operate, SLOAD, inner, 0xf0d160dec1749afaf5a831668093b1431f7c8527, 0x0
operate, SLOAD, operate, SLOAD, inner, 0x0, 0x0
operate, SLOAD, operate, SLOAD, inner, 0x0, 0x44cca6a1
operate, SLOAD, operate, SLOAD, inner, 0x44cca6a1, 0x44cca6a1
operate, SLOAD, operate, SSTORE, inner, 0x44cca6a1, 0xe2526
operate, SSTORE, operate, SLOAD, inner, 0xe2526, 0x132c9c8c99
operate, SLOAD, operate, SSTORE, inner, 0x132c9c8c99, 0x13715b0e14
operate, SSTORE, event, log, inner, 0x13715b0e14, LOG3
event, LOG3, addr, 0xa2327a938febf5fec13bacfb16ae10ecbc4cbdcf, innerEventToReturn, LOG3, 6
addr, 0x9e976f211daea0d652912ab99b0dc21a7fd728e4, addr, 0xc1dcb84814e0233225942ca4114d638b11404dd1, RETURN, 7, 6
addr, 0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48, addr, 0xc1dcb84814e0233225942ca4114d638b11404dd1, RETURN, 6, 5
addr, 0xc1dcb84814e0233225942ca4114d638b11404dd1, addr, 0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48, STATICCALL, 4, 5
addr, 0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48, func, balanceOf(address), inner, 4, 1
func, balanceOf(address), operate, SLOAD, inner, 1, 0x807a96288a1a408dbc13de2b1d087d10356395d2
operate, SLOAD, operate, SLOAD, inner, 0x807a96288a1a408dbc13de2b1d087d10356395d2, 0xa2327a938febf5fec13bacfb16ae10ecbc4cbdcf
operate, SLOAD, addr, 0xa2327a938febf5fec13bacfb16ae10ecbc4cbdcf, inner, 0xa2327a938febf5fec13bacfb16ae10ecbc4cbdcf, 5
addr, 0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48, addr, 0xa2327a938febf5fec13bacfb16ae10ecbc4cbdcf, DELEGATECALL, 5, 6
addr, 0xa2327a938febf5fec13bacfb16ae10ecbc4cbdcf, func, balanceOf(address), inner, 5, 1
func, balanceOf(address), operate, SLOAD, inner, 1, 0x13715b0e14
operate, SLOAD, addr, 0xa2327a938febf5fec13bacfb16ae10ecbc4cbdcf, innerOperateToReturn, 0x13715b0e14, 5
addr, 0xa2327a938febf5fec13bacfb16ae10ecbc4cbdcf, addr, 0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48, RETURN, 6, 5
addr, 0xf9a001d5b2c7c5e45693b41fcf931b94e680cac4, addr, 0xc1dcb84814e0233225942ca4114d638b11404dd1, RETURN, 5, 4
event, LOG3, operate, SLOAD, inner, LOG3, 0x100010000fb18e30000000000000000000001c517bc47c928c9fcc6
operate, SLOAD, operate, SSTORE, inner, 0x100010000fb18e30000000000000000000001c517bc47c928c9fcc6, 0x100000100010000fb18e30000000000000000000001c517bc47c928c9fcc6
operate, SSTORE, addr, 0xa2327a938febf5fec13bacfb16ae10ecbc4cbdcf, innerOperateToReturn, 0x100000100010000fb18e30000000000000000000001c517bc47c928c9fcc6, 5
addr, 0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48, addr, 0xf9a001d5b2c7c5e45693b41fcf931b94e680cac4, RETURN, 4, 3
operate, SSTORE, addr, 0xac499d3705b27cfa720385fdc998c520782c6049, inner, 0x84, 3
addr, 0xf9a001d5b2c7c5e45693b41fcf931b94e680cac4, addr, 0xac499d3705b27cfa720385fdc998c520782c6049, CALL, 3, 4
addr, 0xac499d3705b27cfa720385fdc998c520782c6049, func, swap(address,bool,int256,uint160,bytes), inner, 3, 5
func, swap(address,bool,int256,uint160,bytes), operate, SLOAD, inner, 5, 0x100000100010000fe2abd000000000000000000a16fea54f553b687c678d6
operate, SLOAD, operate, SLOAD, inner, 0x100000100010000fe2abd000000000000000000a16fea54f553b687c678d6, 0x100000100010000fe2abd000000000000000000a16fea54f553b687c678d6
operate, SLOAD, operate, SSTORE, inner, 0x100000100010000fe2abd000000000000000000a16fea54f553b687c678d6, 0x100010000fe2abd000000000000000000a16fea54f553b687c678d6
operate, SSTORE, operate, SLOAD, inner, 0x100010000fe2abd000000000000000000a16fea54f553b687c678d6, 0x2c90a62411dbb29df7e
operate, SLOAD, operate, SLOAD, inner, 0x2c90a62411dbb29df7e, 0xbb640e3574339a00b7759d232a7b338c3
operate, SLOAD, operate, SLOAD, inner, 0xbb640e3574339a00b7759d232a7b338c3, 0x20000000000000000000000000000000000008000000000000
operate, SLOAD, operate, SLOAD, inner, 0x20000000000000000000000000000000000008000000000000, 0x10000b4c0000000000000d15e9b2d545077ec1a00fffb8c508c68176493a1fb
operate, SLOAD, operate, SLOAD, inner, 0x10000b4c0000000000000d15e9b2d545077ec1a00fffb8c508c68176493a1fb, 0x100010000fe2abd000000000000000000a16fea54f553b687c678d6
operate, SLOAD, operate, SSTORE, inner, 0x100010000fe2abd000000000000000000a16fea54f553b687c678d6, 0x100010000fe293d0000000000000000009e5f62c16939859e4032e0
operate, SSTORE, operate, SSTORE, inner, 0x100010000fe293d0000000000000000009e5f62c16939859e4032e0, 0xbbc4df5e5f0552f77bc2e2bb96573593d
operate, SSTORE, addr, 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2, inner, 0xbbc4df5e5f0552f77bc2e2bb96573593d, 4
addr, 0xac499d3705b27cfa720385fdc998c520782c6049, addr, 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2, CALL, 4, 5
addr, 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2, func, transfer(address,uint256), inner, 4, 2
func, transfer(address,uint256), operate, SLOAD, inner, 2, 0x8c9fba33d147555f
operate, SLOAD, operate, SLOAD, inner, 0x8c9fba33d147555f, 0x8c9fba33d147555f
operate, SLOAD, operate, SSTORE, inner, 0x8c9fba33d147555f, 0x841690c778dae518
operate, SSTORE, operate, SLOAD, inner, 0x841690c778dae518, 0x1
operate, SLOAD, operate, SSTORE, inner, 0x1, 0x889296c586c7048
operate, SSTORE, event, log, inner, 0x889296c586c7048, LOG3
event, LOG3, addr, 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2, innerEventToReturn, LOG3, 4
addr, 0xa2327a938febf5fec13bacfb16ae10ecbc4cbdcf, addr, 0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48, RETURN, 5, 4
addr, 0xac499d3705b27cfa720385fdc998c520782c6049, addr, 0x9e976f211daea0d652912ab99b0dc21a7fd728e4, STATICCALL, 4, 5
addr, 0x9e976f211daea0d652912ab99b0dc21a7fd728e4, func, balanceOf(address), inner, 4, 1
func, balanceOf(address), operate, SLOAD, inner, 1, 0xbba93fd79ebe28cf2b523
operate, SLOAD, addr, 0x9e976f211daea0d652912ab99b0dc21a7fd728e4, innerOperateToReturn, 0xbba93fd79ebe28cf2b523, 4
addr, 0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48, addr, 0xc1dcb84814e0233225942ca4114d638b11404dd1, RETURN, 5, 4
addr, 0xac499d3705b27cfa720385fdc998c520782c6049, addr, 0xf9a001d5b2c7c5e45693b41fcf931b94e680cac4, CALL, 4, 5
addr, 0xf9a001d5b2c7c5e45693b41fcf931b94e680cac4, func, uniswapV3SwapCallback(int256,int256,bytes), inner, 4, 3
func, uniswapV3SwapCallback(int256,int256,bytes), operate, SLOAD, inner, 3, 0x0
operate, SLOAD, operate, SLOAD, inner, 0x0, 0x84
operate, SLOAD, addr, 0x9e976f211daea0d652912ab99b0dc21a7fd728e4, inner, 0x84, 5
addr, 0xf9a001d5b2c7c5e45693b41fcf931b94e680cac4, addr, 0x9e976f211daea0d652912ab99b0dc21a7fd728e4, CALL, 5, 6
addr, 0x9e976f211daea0d652912ab99b0dc21a7fd728e4, func, transfer(address,uint256), inner, 5, 2
func, transfer(address,uint256), operate, SLOAD, inner, 2, 0x15f20a1f614a5c2ba7bb
operate, SLOAD, operate, SLOAD, inner, 0x15f20a1f614a5c2ba7bb, 0x15f20a1f614a5c2ba7bb
operate, SLOAD, operate, SSTORE, inner, 0x15f20a1f614a5c2ba7bb, 0x0
operate, SSTORE, operate, SLOAD, inner, 0x0, 0xbba93fd79ebe28cf2b523
operate, SLOAD, operate, SSTORE, inner, 0xbba93fd79ebe28cf2b523, 0xbd08607994d2ce91e5cde
operate, SSTORE, event, log, inner, 0xbd08607994d2ce91e5cde, LOG3
event, LOG3, addr, 0x9e976f211daea0d652912ab99b0dc21a7fd728e4, innerEventToReturn, LOG3, 5
addr, 0xa2327a938febf5fec13bacfb16ae10ecbc4cbdcf, addr, 0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48, RETURN, 6, 5
addr, 0xac499d3705b27cfa720385fdc998c520782c6049, addr, 0x9e976f211daea0d652912ab99b0dc21a7fd728e4, STATICCALL, 4, 5
addr, 0x9e976f211daea0d652912ab99b0dc21a7fd728e4, func, balanceOf(address), inner, 4, 1
func, balanceOf(address), operate, SLOAD, inner, 1, 0xbd08607994d2ce91e5cde
operate, SLOAD, addr, 0x9e976f211daea0d652912ab99b0dc21a7fd728e4, innerOperateToReturn, 0xbd08607994d2ce91e5cde, 4
addr, 0xac499d3705b27cfa720385fdc998c520782c6049, addr, 0xf9a001d5b2c7c5e45693b41fcf931b94e680cac4, RETURN, 5, 4
event, LOG3, operate, SLOAD, inner, LOG3, 0x100010000fe293d0000000000000000009e5f62c16939859e4032e0
operate, SLOAD, operate, SSTORE, inner, 0x100010000fe293d0000000000000000009e5f62c16939859e4032e0, 0x100000100010000fe293d0000000000000000009e5f62c16939859e4032e0
operate, SSTORE, addr, 0x9e976f211daea0d652912ab99b0dc21a7fd728e4, innerOperateToReturn, 0x100000100010000fe293d0000000000000000009e5f62c16939859e4032e0, 4
addr, 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2, addr, 0xac499d3705b27cfa720385fdc998c520782c6049, RETURN, 4, 3
addr, 0xf9a001d5b2c7c5e45693b41fcf931b94e680cac4, addr, 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2, CALL, 3, 4
addr, 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2, func, transfer(address,uint256), inner, 3, 2
func, transfer(address,uint256), operate, SLOAD, inner, 2, 0x889296c586c7048
operate, SLOAD, operate, SLOAD, inner, 0x889296c586c7048, 0x889296c586c7048
operate, SLOAD, operate, SSTORE, inner, 0x889296c586c7048, 0x2fed2adef862a9
operate, SSTORE, operate, SLOAD, inner, 0x2fed2adef862a9, 0xafb04e20efad88bfab5
operate, SLOAD, operate, SSTORE, inner, 0xafb04e20efad88bfab5, 0xafb0d3b4b3c52000854
operate, SSTORE, event, log, inner, 0xafb0d3b4b3c52000854, LOG3
event, LOG3, addr, 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2, innerEventToReturn, LOG3, 3
addr, 0x9e976f211daea0d652912ab99b0dc21a7fd728e4, addr, 0xac499d3705b27cfa720385fdc998c520782c6049, RETURN, 4, 3
addr, 0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640, addr, 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2, STATICCALL, 2, 3
addr, 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2, func, balanceOf(address), inner, 2, 1
func, balanceOf(address), operate, SLOAD, inner, 1, 0xafb0d3b4b3c52000854
operate, SLOAD, addr, 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2, innerOperateToReturn, 0xafb0d3b4b3c52000854, 2
addr, 0xf9a001d5b2c7c5e45693b41fcf931b94e680cac4, addr, 0xac499d3705b27cfa720385fdc998c520782c6049, RETURN, 3, 2
event, LOG3, operate, SLOAD, inner, LOG3, 0x2d202d201490310190000000000005930d58f3b90279b2b56894582e9
operate, SLOAD, operate, SSTORE, inner, 0x2d202d201490310190000000000005930d58f3b90279b2b56894582e9, 0x10002d202d201490310190000000000005930d58f3b90279b2b56894582e9
operate, SSTORE, addr, 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2, innerOperateToReturn, 0x10002d202d201490310190000000000005930d58f3b90279b2b56894582e9, 2
addr, 0x9e976f211daea0d652912ab99b0dc21a7fd728e4, addr, 0xf9a001d5b2c7c5e45693b41fcf931b94e680cac4, RETURN, 2, 1
addr, 0xf9a001d5b2c7c5e45693b41fcf931b94e680cac4, addr, 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2, STATICCALL, 1, 2
addr, 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2, func, balanceOf(address), inner, 1, 1
func, balanceOf(address), operate, SLOAD, inner, 1, 0x2fed2adef862a9
operate, SLOAD, addr, 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2, innerOperateToReturn, 0x2fed2adef862a9, 1
addr, 0x9e976f211daea0d652912ab99b0dc21a7fd728e4, addr, 0xac499d3705b27cfa720385fdc998c520782c6049, RETURN, 2, 1
addr, 0xf9a001d5b2c7c5e45693b41fcf931b94e680cac4, addr, 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2, CALL, 1, 2
addr, 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2, func, withdraw(uint256), inner, 1, 1
func, withdraw(uint256), operate, SLOAD, inner, 1, 0x2fed2adef862a9
operate, SLOAD, operate, SLOAD, inner, 0x2fed2adef862a9, 0x2fed2adef862a9
operate, SLOAD, operate, SSTORE, inner, 0x2fed2adef862a9, 0x1
operate, SSTORE, addr, 0xf9a001d5b2c7c5e45693b41fcf931b94e680cac4, inner, 0x1, 2
addr, 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2, addr, 0xf9a001d5b2c7c5e45693b41fcf931b94e680cac4, CALL, 2, 3
addr, 0xf9a001d5b2c7c5e45693b41fcf931b94e680cac4, func, undefined, inner, 2, N
func, undefined, event, log, inner, N, LOG2
event, LOG2, operate, SSTORE, inner, LOG2, 0xb00b5babefeebabebeefbabeb00b5babefeebabebeefbabeb00b5babefeebabe
operate, SSTORE, addr, 0x388c818ca8b9251b393131c08a736a67ccb19297, inner, 0xb00b5babefeebabebeefbabeb00b5babefeebabebeefbabeb00b5babefeebabe, 1
addr, 0xf9a001d5b2c7c5e45693b41fcf931b94e680cac4, addr, 0x388c818ca8b9251b393131c08a736a67ccb19297, CALL, 1, 2
addr, 0x388c818ca8b9251b393131c08a736a67ccb19297, func, undefined, inner, 1, N
func, undefined, event, log, inner, N, LOG1
event, LOG1, addr, 0xc0ffeebabe5d496b2dde509f9fa189c25cf29671, inner, LOG1, 1
addr, 0xf9a001d5b2c7c5e45693b41fcf931b94e680cac4, addr, 0xc0ffeebabe5d496b2dde509f9fa189c25cf29671, CALL, 1, 2
addr, 0xc0ffeebabe5d496b2dde509f9fa189c25cf29671, func, undefined, inner, 1, N
func, undefined, 
